"player_name","nation","sport","sport_sub","age","birthdate","start_date","retirement_date","best_rank","date_rank","age_success","start_age","retire_age","sex","career_length"
"Peng Cheng","CHN","Iceskating","Iceskating-Women",NA,NA,"2014",2022,"0",NA,NA,NA,NA,"female",8
"Nataliya Popova","UKR","Iceskating","Iceskating-Women",28,1993,"2014",2014,"0",2014,21,21,21,"female",0
"Nicole Rajičová","SVK","Iceskating","Iceskating-Women",26,1995,"2014",2018,"0",2016,21,19,23,"female",4
"Giada Russo","ITA","Iceskating","Iceskating-Women",25,1997,"2018",2018,"0",2018,21,21,21,"female",0
"Ryom Tae-Ok","PRK","Iceskating","Iceskating-Women",NA,NA,"2018",2018,"0",NA,NA,NA,NA,"female",0
"Kaori Sakamoto","JPN","Iceskating","Iceskating-Women",NA,NA,"2016",2022,NA,NA,NA,NA,NA,"female",6
"Nicole Schott","GER","Iceskating","Iceskating-Women",25,1996,"2018",2022,"0",NA,NA,22,26,"female",4
"Alexa Scimeca Knierim","USA","Iceskating","Iceskating-Women",30,1991,"2018",2022,"2",NA,NA,27,31,"female",4
"Julianne Séguin","CAN","Iceskating","Iceskating-Women",25,1996,"2018",2018,"0",2018,22,22,22,"female",0
"Maia Shibutani","USA","Iceskating","Iceskating-Women",27,1994,"2014",2018,"2",2016,22,20,24,"female",4
"Viktoriya Sinitsina","ROC RUS","Iceskating","Iceskating-Women",27,1995,"2014",2022,"2",2018,23,19,27,"female",8
"Adelina Sotnikova","RUS","Iceskating","Iceskating-Women",NA,NA,"2012",2014,NA,NA,NA,NA,NA,"female",2
"Mariya Sotskova","ROC RUS","Iceskating","Iceskating-Women",NA,NA,"2016",2018,NA,NA,NA,NA,NA,"female",2
"Kseniya Stolbova","RUS","Iceskating","Iceskating-Women",30,1992,"2014",2014,"2",2014,22,22,22,"female",0
"Sui Wenjing","CHN","Iceskating","Iceskating-Women",NA,NA,"2018",2022,"2",NA,NA,NA,NA,"female",4
"Miu Suzaki","JPN","Iceskating","Iceskating-Women",22,1999,"2018",2018,"0",2018,19,19,19,"female",0
"Narumi Takahashi","JPN","Iceskating","Iceskating-Women",30,1992,"2014",2014,"0",2014,22,22,22,"female",0
"Adel Tankova","ISR","Iceskating","Iceskating-Women",22,2000,"2018",2018,"0",2018,18,18,18,"female",0
"Yevgeniya Tarasova","ROC","Iceskating","Iceskating-Women",27,1994,"2018",2022,"2",NA,NA,24,28,"female",4
"Bradie Tennell","USA","Iceskating","Iceskating-Women",24,1998,"2018",2018,"1",2018,20,20,20,"female",0
"Isabella Tobias","LTU","Iceskating","Iceskating-Women",30,1991,"2014",2014,"0",2014,23,23,23,"female",0
"Elizabet Tursynbaeva","KAZ","Iceskating","Iceskating-Women",NA,NA,"2016",2018,NA,NA,NA,NA,NA,"female",2
"Elizaveta Ukolova","CZE","Iceskating","Iceskating-Women",24,1998,"2014",2014,"0",2014,16,16,16,"female",0
"Ashley Wagner","USA","Iceskating","Iceskating-Women",31,1991,"2014",2014,"1",2014,23,23,23,"female",0
"Wang Shiyue","CHN","Iceskating","Iceskating-Women",NA,NA,"2018",2022,"0",NA,NA,NA,NA,"female",4
"Kaitlyn Weaver","CAN","Iceskating","Iceskating-Women",33,1989,"2014",2018,"0",2016,27,25,29,"female",4
"Nathalie Weinzierl","GER","Iceskating","Iceskating-Women",28,1994,"2014",2014,"0",2014,20,20,20,"female",0
"Isadora Williams","BRA","Iceskating","Iceskating-Women",26,1996,"2014",2018,"0",2016,20,18,22,"female",4
"Yu Xiaoyu","CHN","Iceskating","Iceskating-Women",NA,NA,"2012",2018,NA,NA,NA,NA,NA,"female",6
"Nataliya Zabiyako","ROC","Iceskating","Iceskating-Women",27,1994,"2018",2018,"1",2018,24,24,24,"female",0
"Alina Zagitova","ROC","Iceskating","Iceskating-Women",20,2002,"2018",2018,"2",2018,16,16,16,"female",0
"Tiffani Zagorski","ROC","Iceskating","Iceskating-Women",NA,NA,"2018",2018,"0",NA,NA,NA,NA,"female",0
"Felicia Zhang","USA","Iceskating","Iceskating-Women",28,1993,"2014",2014,"0",2014,21,21,21,"female",0
"Zhang Kexin","CHN","Iceskating","Iceskating-Women",NA,NA,"2014",2014,"0",NA,NA,NA,NA,"female",0
"Nelli Zhiganshina","GER","Iceskating","Iceskating-Women",35,1987,"2014",2014,"0",2014,27,27,27,"female",0
"Yuliya Zlobina","AZE","Iceskating","Iceskating-Women",32,1989,"2014",2014,"0",2014,25,25,25,"female",0
"Jeremy Abbott","USA","Iceskating","Iceskating-Men",36,1985,"2010",2014,"1",2012,27,25,29,"male",4
"Sasha","RUS","Iceskating","Iceskating-Men",45,1976,"2002",2002,"0",2002,26,26,26,"male",0
"Ben Agosto","USA","Iceskating","Iceskating-Men",40,1982,"2006",2010,"1",2014,32,24,28,"male",4
"Shin Amano","JPN","Iceskating","Iceskating-Men",49,1973,"1998",1998,"0",1998,25,25,25,"male",0
"Florent Amodio","FRA","Iceskating","Iceskating-Men",32,1990,"2010",2014,"0",2012,22,20,24,"male",4
"Aleksandr Anishchenko","AZE","Iceskating","Iceskating-Men",47,1975,"1998",1998,"0",1998,23,23,23,"male",0
"Patrice Archetto","CAN","Iceskating","Iceskating-Men",49,1972,"2002",2002,"0",2002,30,30,30,"male",0
"Ilya Averbukh","RUS","Iceskating","Iceskating-Men",48,1973,"1998",2002,"1",2000,27,25,29,"male",4
"Vazgen Azroyan","ARM","Iceskating","Iceskating-Men",NA,NA,"2006",2006,"0",NA,NA,NA,NA,"male",0
"Paolo Bacchini","ITA","Iceskating","Iceskating-Men",36,1985,"2010",2010,"0",2010,25,25,25,"male",0
"John Baldwin","USA","Iceskating","Iceskating-Men",48,1973,"2006",2006,"0",2006,33,33,33,"male",0
"Vitaliy Baranov","GBR","Iceskating","Iceskating-Men",47,1975,"2002",2002,"0",2002,27,27,27,"male",0
"Petr Barna","CZE TCH","Iceskating","Iceskating-Men",56,1966,"1988",1992,"1",1990,24,22,26,"male",4
"Jeremy Barrett","USA","Iceskating","Iceskating-Men",38,1984,"2010",2010,"0",2010,26,26,26,"male",0
"Evan Bates","USA","Iceskating","Iceskating-Men",33,1989,"2010",2022,"1",NA,NA,21,33,"male",12
"William Beier","GER","Iceskating","Iceskating-Men",39,1982,"2010",2010,"0",2010,28,28,28,"male",0
"Andriy Bekh","UKR","Iceskating","Iceskating-Men",39,1983,"2006",2006,"0",2006,23,23,23,"male",0
"Alexei Beletsky","ISR","Iceskating","Iceskating-Men",43,1979,"2002",2002,"0",2002,23,23,23,"male",0
"Stéphane Bernadis","FRA","Iceskating","Iceskating-Men",48,1974,"1998",1998,"0",1998,24,24,24,"male",0
"Kristoffer Berntsson","SWE","Iceskating","Iceskating-Men",39,1982,"2006",2006,"0",2006,24,24,24,"male",0
"Jozef Beständig","SVK","Iceskating","Iceskating-Men",44,1978,"2002",2002,"0",2002,24,24,24,"male",0
"Brian Boitano","USA","Iceskating","Iceskating-Men",58,1963,"1984",1994,"1",1989,25,21,31,"male",10
"Yannick Bonheur","FRA","Iceskating","Iceskating-Men",40,1982,"2006",2010,"0",2008,26,24,28,"male",4
"Artyom Borodulin","RUS","Iceskating","Iceskating-Men",33,1989,"2010",2010,"0",2010,21,21,21,"male",0
"Fabian Bourzat","FRA","Iceskating","Iceskating-Men",41,1980,"2006",2014,"0",2010,30,26,34,"male",8
"Christopher Bowman","USA","Iceskating","Iceskating-Men",55,1967,"1988",1992,"0",1990,23,21,25,"male",4
"Luc Bradet","CAN","Iceskating","Iceskating-Men",52,1969,"1998",1998,"0",1998,29,29,29,"male",0
"Peter Breen","USA","Iceskating","Iceskating-Men",52,1969,"1992",1992,"0",1992,23,23,23,"male",0
"Michal Březina","CZE","Iceskating","Iceskating-Men",32,1990,"2010",2022,"0",2016,26,20,32,"male",12
"Jason Briggs","GBR","Iceskating","Iceskating-Men",50,1971,"1992",1992,"0",1992,21,21,21,"male",0
"Sébastien Britten","CAN","Iceskating","Iceskating-Men",52,1970,"1994",1994,"0",1994,24,24,24,"male",0
"Kurt Browning","CAN","Iceskating","Iceskating-Men",55,1966,"1988",1994,"0",1991,25,22,28,"male",6
"Michel Brunet","CAN","Iceskating","Iceskating-Men",51,1970,"1998",1998,"0",1998,28,28,28,"male",0
"Milan Brzý","CZE","Iceskating","Iceskating-Men",53,1969,"1994",1994,"0",1994,25,25,25,"male",0
"Nick Buckland","GBR","Iceskating","Iceskating-Men",32,1989,"2010",2018,"0",NA,NA,21,29,"male",8
"Craig Buntin","CAN","Iceskating","Iceskating-Men",42,1980,"2006",2006,"0",2006,26,26,26,"male",0
"Ralph Burghart","AUT","Iceskating","Iceskating-Men",55,1966,"1992",1992,"0",1992,26,26,26,"male",0
"Andrey Bushkov","RUS","Iceskating","Iceskating-Men",52,1969,"1998",1998,"0",1998,29,29,29,"male",0
"Charles Butler","USA","Iceskating","Iceskating-Men",43,1979,"1998",1998,"0",1998,19,19,19,"male",0
"Jeff Buttle","CAN","Iceskating","Iceskating-Men",39,1982,"2006",2006,"1",2006,24,24,24,"male",0
"Pasquale Camerlengo","ITA","Iceskating","Iceskating-Men",56,1966,"1992",1998,"0",1995,29,26,32,"male",6
"Philippe Candeloro","FRA","Iceskating","Iceskating-Men",50,1972,"1994",1998,"2",1996,24,22,26,"male",4
"Cao Xianming","CHN","Iceskating","Iceskating-Men",NA,NA,"2002",2002,"0",NA,NA,NA,NA,"male",0
"Stephen Carr","AUS","Iceskating","Iceskating-Men",56,1966,"1992",1998,"0",NA,NA,26,32,"male",6
"Patrick Chan","CAN","Iceskating","Iceskating-Men",31,1990,"2010",2018,"3",NA,NA,20,28,"male",8
"Aleksandr Chestnikh","ARM","Iceskating","Iceskating-Men",47,1974,"1998",1998,"0",1998,24,24,24,"male",0
"Gheorghe Chiper","ROU","Iceskating","Iceskating-Men",44,1978,"2002",2006,"0",2004,26,24,28,"male",4
"Vaughn Chipeur","CAN","Iceskating","Iceskating-Men",37,1984,"2010",2010,"0",2010,26,26,26,"male",0
"Mateusz Chruściński","POL","Iceskating","Iceskating-Men",34,1987,"2010",2010,"0",2010,23,23,23,"male",0
"Tomislav Čižmešija","CRO","Iceskating","Iceskating-Men",53,1968,"1992",1992,"0",1992,24,24,24,"male",0
"Samuel Contesti","ITA","Iceskating","Iceskating-Men",39,1983,"2010",2010,"0",2010,27,27,27,"male",0
"Steven Cousins","GBR","Iceskating","Iceskating-Men",50,1972,"1992",1998,"0",1995,22,20,26,"male",6
"Frédéric Dambier","FRA","Iceskating","Iceskating-Men",44,1977,"2002",2006,"0",2004,27,25,29,"male",4
"Scott Davis","USA","Iceskating","Iceskating-Men",50,1972,"1994",1994,"0",1994,22,22,22,"male",0
"Bryce Davison","CAN","Iceskating","Iceskating-Men",36,1986,"2006",2010,"0",2008,22,20,24,"male",4
"Siarhei Davydau","BLR","Iceskating","Iceskating-Men",NA,NA,"2002",2006,"0",NA,NA,NA,NA,"male",4
"xml:space=""preserve"">Ruben De Prà","ITA","Iceskating","Iceskating-Men",41,1980,"2002",2002,"0",2002,22,22,22,"male",0
"Christopher Dean","GBR","Iceskating","Iceskating-Men",63,1958,"1980",1994,"2",1986,28,22,36,"male",14
"Ivan Dinev","BUL","Iceskating","Iceskating-Men",43,1978,"1998",2006,"0",2002,24,20,28,"male",8
"Otto Dlabola","CZE","Iceskating","Iceskating-Men",48,1973,"1998",2002,"0",2000,27,25,29,"male",4
"Artur Dmitriyev","RUS EUN","Iceskating","Iceskating-Men",54,1968,"1992",1998,"3",1995,26,24,30,"male",6
"Dmytro Dmytrenko","UKR","Iceskating","Iceskating-Men",48,1973,"1998",2002,"0",2000,27,25,29,"male",4
"Angelo Dolfini","ITA","Iceskating","Iceskating-Men",43,1978,"2002",2002,"0",2002,24,24,24,"male",0
"Przemysław Domański","POL","Iceskating","Iceskating-Men",35,1986,"2010",2010,"0",2010,24,24,24,"male",0
"Antoine Dorsaz","SUI","Iceskating","Iceskating-Men",33,1989,"2010",2010,"0",2010,21,21,21,"male",0
"Paul Duchesnay","FRA","Iceskating","Iceskating-Men",60,1961,"1988",1992,"1",1990,29,27,31,"male",4
"Philip Dulebohn","USA","Iceskating","Iceskating-Men",48,1973,"2002",2002,"0",2002,29,29,29,"male",0
"Jason Dungjen","USA","Iceskating","Iceskating-Men",54,1967,"1994",1998,"0",1996,29,27,31,"male",4
"Lloyd Eisler","CAN","Iceskating","Iceskating-Men",59,1963,"1984",1994,"2",1990,26,21,31,"male",10
"Todd Eldredge","USA","Iceskating","Iceskating-Men",50,1971,"1992",2002,"0",1997,26,21,31,"male",10
"Attila Elek","HUN","Iceskating","Iceskating-Men",39,1982,"2006",2006,"0",2006,24,24,24,"male",0
"Lenny Faustino","CAN","Iceskating","Iceskating-Men",45,1977,"2002",2002,"0",2002,25,25,25,"male",0
"Javier Fernández","ESP","Iceskating","Iceskating-Men",31,1991,"2010",2018,"1",2014,23,19,27,"male",8
"Grzegorz Filipowski","POL","Iceskating","Iceskating-Men",55,1966,"1984",1992,"0",1988,22,18,26,"male",8
"Vladimir Fyodorov","RUS","Iceskating","Iceskating-Men",51,1971,"1994",1994,"0",1994,23,23,23,"male",0
"Cornel Gheorghe","ROU","Iceskating","Iceskating-Men",51,1971,"1994",1998,"0",1996,25,23,27,"male",4
"Ilja Glebov","EST","Iceskating","Iceskating-Men",34,1987,"2010",2010,"0",2010,23,23,23,"male",0
"Marcin Głowacki","POL","Iceskating","Iceskating-Men",49,1973,"1994",1994,"0",1994,21,21,21,"male",0
"Timothy Goebel","USA","Iceskating","Iceskating-Men",41,1980,"2002",2002,"1",2002,22,22,22,"male",0
"Sergey Grinkov","RUS URS","Iceskating","Iceskating-Men",55,1967,"1988",1994,"2",1991,24,21,27,"male",6
"Guo Zhengxin","CHN","Iceskating","Iceskating-Men",NA,NA,"1998",1998,"0",NA,NA,NA,NA,"male",0
"Samvel Gyozalyan","ARM BLR","Iceskating","Iceskating-Men",NA,NA,"1994",1998,"0",NA,NA,NA,NA,"male",4
"Han Jong-In","PRK","Iceskating","Iceskating-Men",43,1978,"2006",2006,"0",2006,28,28,28,"male",0
"Cody Hay","CAN","Iceskating","Iceskating-Men",38,1983,"2010",2010,"0",2010,27,27,27,"male",0
"Margus Hernits","EST","Iceskating","Iceskating-Men",45,1976,"1994",2002,"0",1998,22,18,26,"male",8
"Ruslan Honcharov","UKR","Iceskating","Iceskating-Men",49,1973,"1998",2006,"1",2002,29,25,33,"male",8
"Takeshi Honda","JPN","Iceskating","Iceskating-Men",41,1981,"1998",2002,"0",2000,19,17,21,"male",4
"Daniel Hugentobler","SUI","Iceskating","Iceskating-Men",43,1979,"2002",2002,"0",2002,23,23,23,"male",0
"Oula Jääskeläinen","FIN","Iceskating","Iceskating-Men",53,1969,"1992",1992,"0",1992,23,23,23,"male",0
"Martial Jaffredo","FRA","Iceskating","Iceskating-Men",46,1976,"1998",1998,"0",1998,22,22,22,"male",0
"Mark Janoschak","CAN","Iceskating","Iceskating-Men",53,1968,"1992",1992,"0",1992,24,24,24,"male",0
"Otar Japaridze","GEO","Iceskating","Iceskating-Men",34,1987,"2010",2010,"0",2010,23,23,23,"male",0
"John Jenkins","GBR","Iceskating","Iceskating-Men",51,1970,"1994",1994,"0",1994,24,24,24,"male",0
"Norman Jeschke","GER","Iceskating","Iceskating-Men",43,1979,"2002",2002,"0",2002,23,23,23,"male",0
"Jiang Hui","CHN","Iceskating","Iceskating-Men",55,1967,"1992",1992,"0",1992,25,25,25,"male",0
"Jong Yong-Hyok","PRK","Iceskating","Iceskating-Men",NA,NA,"2002",2006,NA,NA,NA,NA,NA,"male",4
"Brian Joubert","FRA","Iceskating","Iceskating-Men",37,1984,"2002",2014,"0",2008,24,18,30,"male",12
"Jung Sung-Il","KOR","Iceskating","Iceskating-Men",52,1969,"1988",1994,"0",1991,22,19,25,"male",6
"Masakazu Kagiyama","JPN","Iceskating","Iceskating-Men",51,1971,"1992",1994,"0",1993,22,21,23,"male",2
"Dmitry Kazarlyga","KAZ","Iceskating","Iceskating-Men",50,1971,"1994",1998,"0",1996,25,23,27,"male",4
"Róbert Kažimír","SVK","Iceskating","Iceskating-Men",44,1978,"1998",1998,"0",1998,20,20,20,"male",0
"Zoltan Kelemen","ROU","Iceskating","Iceskating-Men",35,1986,"2010",2014,"0",2012,26,24,28,"male",4
"John Kerr","GBR","Iceskating","Iceskating-Men",41,1980,"2006",2010,"0",2008,28,26,30,"male",4
"Akiyuki Kido","JPN","Iceskating","Iceskating-Men",46,1975,"2006",2006,"0",2006,31,31,31,"male",0
"Kim Gwang-Ho","PRK","Iceskating","Iceskating-Men",48,1973,"1992",1992,"0",1992,19,19,19,"male",0
"David King","GBR","Iceskating","Iceskating-Men",38,1984,"2010",2014,"0",2012,28,26,30,"male",4
"Luka Klasinc","SLO","Iceskating","Iceskating-Men",49,1973,"1992",1992,"0",1992,19,19,19,"male",0
"Ilya Klimkin","RUS","Iceskating","Iceskating-Men",41,1980,"2006",2006,"0",2006,26,26,26,"male",0
NA,NA,"Iceskating","Iceskating-Men",NA,NA,NA,NA,NA,NA,NA,NA,NA,"male",NA
"Artyom Knyazev","UZB","Iceskating","Iceskating-Men",42,1980,"2006",2006,"0",2006,26,26,26,"male",0
"Yannick Kocon","ITA","Iceskating","Iceskating-Men",35,1986,"2010",2010,"0",2010,24,24,24,"male",0
"Petri Kokko","FIN","Iceskating","Iceskating-Men",56,1966,"1992",1994,"0",1993,27,26,28,"male",2
"Sebastian Kolasiński","POL","Iceskating","Iceskating-Men",47,1975,"1998",2002,"0",2000,25,23,27,"male",4
"Alexander König","GDR GER","Iceskating","Iceskating-Men",55,1966,"1988",1994,"0",1991,25,22,28,"male",6
"Konstantīns Kostins","LAT","Iceskating","Iceskating-Men",48,1973,"1992",1992,"0",1992,19,19,19,"male",0
"Roman Kostomarov","RUS","Iceskating","Iceskating-Men",45,1977,"2002",2006,"1",2004,27,25,29,"male",4
"Anton Kovalevskyi","UKR","Iceskating","Iceskating-Men",37,1985,"2006",2010,"0",2008,23,21,25,"male",4
"Tomoaki Koyama","JPN","Iceskating","Iceskating-Men",50,1971,"1992",1992,"0",1992,21,21,21,"male",0
"Takahiko Kozuka","JPN","Iceskating","Iceskating-Men",33,1989,"2010",2010,"0",2010,21,21,21,"male",0
"Victor Kraatz","CAN","Iceskating","Iceskating-Men",51,1971,"1994",2002,"0",1998,27,23,31,"male",8
"Andrey Krukov","KAZ","Iceskating","Iceskating-Men",51,1971,"1998",1998,"0",1998,27,27,27,"male",0
"Ilya Kulik","RUS","Iceskating","Iceskating-Men",45,1977,"1998",1998,"1",1998,21,21,21,"male",0
"Doug Ladret","CAN","Iceskating","Iceskating-Men",60,1961,"1988",1992,"0",1990,29,27,31,"male",4
"Mark Ladwig","USA","Iceskating","Iceskating-Men",42,1980,"2010",2010,"0",2010,30,30,30,"male",0
"Stéphane Lambiel","SUI","Iceskating","Iceskating-Men",37,1985,"2002",2010,"1",2006,21,17,25,"male",8
"Jeff Langdon","CAN","Iceskating","Iceskating-Men",46,1975,"1998",1998,"0",1998,23,23,23,"male",0
"Luca Lanotte","ITA","Iceskating","Iceskating-Men",36,1985,"2010",2018,"0",NA,NA,25,33,"male",8
"Yury Larionov","RUS","Iceskating","Iceskating-Men",35,1986,"2010",2014,"0",2012,26,24,28,"male",4
"Patrice Lauzon","CAN","Iceskating","Iceskating-Men",46,1975,"2002",2006,"0",2004,29,27,31,"male",4
"Pascal Lavanchy","FRA","Iceskating","Iceskating-Men",53,1968,"1992",1998,"0",1995,26,24,30,"male",6
"Lee Chuen-Gun","KOR","Iceskating","Iceskating-Men",41,1980,"2002",2002,"0",2002,22,22,22,"male",0
"Lee Kyu-Hyun","KOR","Iceskating","Iceskating-Men",41,1980,"1998",2002,"0",2000,20,18,22,"male",4
"Li Chengjiang","CHN","Iceskating","Iceskating-Men",NA,NA,"2002",2006,"0",NA,NA,NA,NA,"male",4
"Li Su-Min","PRK","Iceskating","Iceskating-Men",47,1974,"1992",1992,"0",1992,18,18,18,"male",0
"Li Yunfei","CHN","Iceskating","Iceskating-Men",NA,NA,"2002",2002,"0",NA,NA,NA,NA,"male",0
"Stefan Lindemann","GER","Iceskating","Iceskating-Men",41,1980,"2006",2010,"0",2008,28,26,30,"male",4
"Yury Litvinov","KAZ","Iceskating","Iceskating-Men",44,1978,"1998",1998,"0",1998,20,20,20,"male",0
"Anthony Liu","AUS","Iceskating","Iceskating-Men",47,1974,"1998",2002,"0",2000,26,24,28,"male",4
"David Liu","TPE","Iceskating","Iceskating-Men",56,1965,"1988",1998,"0",1993,27,23,33,"male",10
"René Lohse","GER","Iceskating","Iceskating-Men",48,1973,"1998",2002,"0",2000,27,25,29,"male",4
"Aaron Lowe","CAN","Iceskating","Iceskating-Men",47,1974,"2006",2006,"0",2006,32,32,32,"male",0
"İqor Lukanin","AZE","Iceskating","Iceskating-Men",46,1976,"2002",2006,"0",2004,28,26,30,"male",4
"Evan Lysacek","USA","Iceskating","Iceskating-Men",36,1985,"2006",2010,"1",2008,23,21,25,"male",4
"Ihor Maliar","UKR","Iceskating","Iceskating-Men",50,1971,"1994",1994,"0",1994,23,23,23,"male",0
"Luca Mantovani","ITA","Iceskating","Iceskating-Men",53,1968,"1992",1992,"0",1992,24,24,24,"male",0
"Ihor Marchenko","UKR","Iceskating","Iceskating-Men",44,1977,"1998",1998,"0",1998,21,21,21,"male",0
"Maurizio Margaglio","ITA","Iceskating","Iceskating-Men",47,1974,"1998",2006,"1",2002,28,24,32,"male",8
"Maksim Marinin","RUS","Iceskating","Iceskating-Men",45,1977,"2002",2006,"1",2004,27,25,29,"male",4
"Mikalai Marozau","BLR","Iceskating","Iceskating-Men",NA,NA,"1998",1998,"0",NA,NA,NA,NA,"male",0
"Rocky Marval","USA","Iceskating","Iceskating-Men",56,1965,"1992",1992,"0",1992,27,27,27,"male",0
"Cameron Medhurst","AUS","Iceskating","Iceskating-Men",56,1965,"1984",1992,"0",1988,23,19,27,"male",8
"Patrick Meier","SUI","Iceskating","Iceskating-Men",46,1976,"1998",1998,"0",1998,22,22,22,"male",0
"Éric Millot","FRA","Iceskating","Iceskating-Men",53,1968,"1992",1994,"0",1993,25,24,26,"male",2
"Scott Moir","CAN","Iceskating","Iceskating-Men",34,1987,"2010",2018,"5",NA,NA,23,31,"male",8
"Luc Moneger","FRA","Iceskating","Iceskating-Men",48,1974,"1994",1994,"0",1994,20,20,20,"male",0
"Stanislav Morozov","UKR","Iceskating","Iceskating-Men",43,1979,"2002",2010,"0",2006,27,23,31,"male",8
"Mirko Müller","GER","Iceskating","Iceskating-Men",47,1974,"1998",1998,"0",1998,24,24,24,"male",0
"Aliaksandr Murashko","BLR","Iceskating","Iceskating-Men",NA,NA,"1994",1994,"0",NA,NA,NA,NA,"male",0
"Mitsuhiro Murata","JPN","Iceskating","Iceskating-Men",52,1970,"1992",1992,"0",1992,22,22,22,"male",0
"Vakht'ang Murvanidze","GEO","Iceskating","Iceskating-Men",42,1979,"2002",2006,"0",2004,25,23,27,"male",4
"Vadim Naumov","RUS EUN","Iceskating","Iceskating-Men",53,1969,"1992",1994,"0",1993,24,23,25,"male",2
"Marius Negrea","ROU","Iceskating","Iceskating-Men",57,1964,"1992",1994,"0",1993,29,28,30,"male",2
"Sergey Novitsky","RUS","Iceskating","Iceskating-Men",41,1981,"2006",2010,"0",2008,27,25,29,"male",4
"René Novotný","CZE TCH","Iceskating","Iceskating-Men",58,1963,"1988",1994,"0",1991,28,25,31,"male",6
"Ari-Pekka Nurmenkari","FIN","Iceskating","Iceskating-Men",38,1983,"2010",2010,"0",2010,27,27,27,"male",0
"Ryan O'Meara","USA","Iceskating","Iceskating-Men",38,1984,"2006",2006,"0",2006,22,22,22,"male",0
"Nobunari Oda","JPN","Iceskating","Iceskating-Men",35,1987,"2010",2010,"0",2010,23,23,23,"male",0
"Fumihiro Oikawa","JPN","Iceskating","Iceskating-Men",48,1973,"1994",1994,"0",1994,21,21,21,"male",0
"Ricardo Olavarrieta","MEX","Iceskating","Iceskating-Men",52,1970,"1988",1992,"0",1990,20,18,22,"male",4
"Nicolas Osseland","FRA","Iceskating","Iceskating-Men",43,1978,"1998",1998,"0",1998,20,20,20,"male",0
"Jamal Othman","SUI","Iceskating","Iceskating-Men",35,1986,"2006",2006,"0",2006,20,20,20,"male",0
"Oleg Ovsyannikov","RUS","Iceskating","Iceskating-Men",52,1970,"1998",1998,"1",1998,28,28,28,"male",0
"Pak Un-Sil","PRK","Iceskating","Iceskating-Men",49,1972,"1992",1992,"0",1992,20,20,20,"male",0
"Dmytro Palamarchuk","UKR","Iceskating","Iceskating-Men",42,1979,"2002",2002,"0",2002,23,23,23,"male",0
"Frédéric Palluél","FRA","Iceskating","Iceskating-Men",54,1967,"1992",1992,"0",1992,25,25,25,"male",0
"Aaron Parchem","USA","Iceskating","Iceskating-Men",44,1977,"2006",2006,"0",2006,29,29,29,"male",0
"Igor Pashkevich","AZE RUS","Iceskating","Iceskating-Men",50,1971,"1994",1998,"0",1996,25,23,27,"male",4
"Gwendal Peizerat","FRA","Iceskating","Iceskating-Men",50,1972,"1998",2002,"2",2000,28,26,30,"male",4
"David Pelletier","CAN","Iceskating","Iceskating-Men",47,1974,"2002",2002,"1",2002,28,28,28,"male",0
"Nicolas Petorin","FRA","Iceskating","Iceskating-Men",49,1972,"1992",1992,"0",1992,20,20,20,"male",0
NA,NA,"Iceskating","Iceskating-Men",NA,NA,NA,NA,NA,NA,NA,NA,NA,"male",NA
"Denis Petrov","RUS EUN","Iceskating","Iceskating-Men",54,1968,"1992",1992,"1",1992,24,24,24,"male",0
"Denis Petukhov","USA","Iceskating","Iceskating-Men",43,1978,"2006",2006,"0",2006,28,28,28,"male",0
"Viktor Pfeifer","AUT","Iceskating","Iceskating-Men",35,1987,"2006",2014,"0",2010,23,19,27,"male",8
"Andrew Place","GBR","Iceskating","Iceskating-Men",51,1970,"1992",1992,"0",1992,22,22,22,"male",0
"Yevgeny Platov","RUS EUN","Iceskating","Iceskating-Men",54,1967,"1992",1998,"2",1995,27,25,31,"male",6
"Yevgeny Plyushchenko","RUS","Iceskating","Iceskating-Men",39,1982,"2002",2014,"4",2008,26,20,32,"male",12
"Paul Poirier","CAN","Iceskating","Iceskating-Men",NA,NA,"2010",2022,"0",NA,NA,NA,NA,"male",12
NA,NA,"Iceskating","Iceskating-Men",NA,NA,NA,NA,NA,NA,NA,NA,NA,"male",NA
"Sylvain Prive","FRA","Iceskating","Iceskating-Men",52,1970,"1992",1992,"0",1992,22,22,22,"male",0
"Dino Quattrocecere","RSA","Iceskating","Iceskating-Men",49,1973,"1994",1994,"0",1994,21,21,21,"male",0
"Abzal Rakhimgaliyev","KAZ","Iceskating","Iceskating-Men",30,1992,"2010",2014,"0",2012,20,18,22,"male",4
"Taavi Rand","EST","Iceskating","Iceskating-Men",29,1992,"2010",2010,"0",2010,18,18,18,"male",0
"Axel Rauschenbach","GER","Iceskating","Iceskating-Men",54,1967,"1992",1994,"0",1993,26,25,27,"male",2
"Yuris Razgulyayev","UZB","Iceskating","Iceskating-Men",49,1973,"1994",1994,"0",1994,21,21,21,"male",0
"Chris Reed","JPN","Iceskating","Iceskating-Men",32,1989,"2010",2018,"0",NA,NA,21,29,"male",8
"Rico Rex","GER","Iceskating","Iceskating-Men",45,1976,"2006",2006,"0",2006,30,30,30,"male",0
"Todd Reynolds","USA","Iceskating","Iceskating-Men",55,1966,"1994",1994,"0",1994,28,28,28,"male",0
"Ri Song-Chol","PRK","Iceskating","Iceskating-Men",NA,NA,"2010",2010,"0",NA,NA,NA,NA,"male",0
"Sergey Rylov","AZE","Iceskating","Iceskating-Men",46,1975,"2002",2002,"0",2002,27,27,27,"male",0
